CASE# 1:
CASE# 2:
3128 found at 2860
9772 not found
6356 not found
9001 not found
4863 not found
4054 found at 3719
653 not found
8777 not found
3276 found at 3005
3240 not found
3402 found at 3118
185 not found
1754 found at 1563
3524 found at 3235
8202 not found
7256 found at 6661
2016 found at 1820
1480 found at 1287
6590 found at 6103
1104 found at 939
5427 found at 4963
2104 found at 1896
2432 found at 2212
5873 not found
8614 not found
4883 found at 4484
2600 found at 2366
7777 not found
3129 not found
4063 found at 3729
1328 found at 1153
8059 found at 7408
3558 found at 3262
4429 not found
3951 found at 3625
3144 not found
2119 not found
1808 found at 1612
7741 not found
6569 found at 6081
6510 found at 6025
1728 not found
1673 found at 1489
4308 found at 3972
2182 not found
30 found at 20
1161 found at 979
7348 found at 6757
4525 not found
2174 not found
5547 found at 5078
3210 found at 2941
3181 found at 2908
9894 found at 9099
4630 found at 4260
9063 not found
2601 found at 2368
9208 found at 8458
7563 found at 6958
6538 found at 6053
6229 found at 5757
6288 not found
178 found at 152
8658 not found
880 found at 739
4246 not found
549 not found
7106 not found
5486 found at 5020
6265 found at 5800
3489 found at 3202
3837 not found
6842 not found
7140 not found
2310 not found
6175 found at 5705
3856 found at 3544
4416 found at 4070
2584 found at 2351
7445 found at 6843
7279 found at 6688
3584 found at 3287
5944 not found
2824 found at 2582
5508 not found
8449 found at 7769
2899 not found
6830 not found
7930 found at 7298
5621 found at 5146
1510 found at 1323
2478 found at 2268
2930 found at 2679
1569 found at 1385
3712 not found
4982 found at 4561
6028 found at 5554
4676 found at 4309
1196 found at 1015
7366 not found
4646 found at 4279
6331 not found
4676 found at 4309
3266 not found
3085 found at 2817
1893 found at 1682
8373 not found
5867 found at 5404
1030 found at 883
9164 not found
3212 not found
3819 found at 3514
6024 not found
5170 not found
4980 found at 4556
195 not found
9650 found at 8869
498 not found
5372 found at 4908
2537 found at 2323
3344 not found
1647 found at 1473
9754 found at 8953
5085 not found
5626 found at 5148
1397 not found
5322 found at 4858
1850 found at 1646
193 found at 166
2204 found at 1993
4044 found at 3706
7853 not found
2300 not found
8337 found at 7663
9174 found at 8427
2157 found at 1944
8025 not found
7982 not found
5078 not found
7434 found at 6831
7316 found at 6729
8394 not found
7926 found at 7292
7209 not found
5441 not found
4541 found at 4187
777 not found
8062 found at 7411
6865 not found
9127 not found
8061 found at 7410
6611 not found
3482 found at 3196
7609 not found
8660 not found
121 found at 103
9044 not found
5428 found at 4964
5907 found at 5444
6627 found at 6141
1186 found at 1002
9637 found at 8852
8014 found at 7382
1626 found at 1455
7797 found at 7164
3930 not found
2645 not found
501 found at 413
4400 found at 4057
9747 not found
4884 found at 4485
4545 found at 4193
4861 found at 4470
3359 found at 3071
1728 not found
8323 not found
3770 found at 3470
1640 found at 1468
2706 not found
5283 found at 4814
7126 found at 6531
9930 not found
7727 found at 7096
1531 found at 1345
7136 found at 6536
3663 found at 3367
7120 not found
8593 not found
9720 found at 8923
4197 found at 3879
4525 not found
8011 not found
528 not found
9711 not found
1211 found at 1028
7411 found at 6804
9157 found at 8412
6714 found at 6220
7964 found at 7336
7594 found at 6982
1048 not found
7034 found at 6462
5406 not found
7968 found at 7339
7404 found at 6798
6701 found at 6205
530 found at 434
1762 not found
5394 found at 4935
4875 not found
8893 not found
1601 not found
5447 not found
7257 found at 6662
8876 found at 8150
2025 not found
156 found at 141
9515 found at 8742
2684 not found
5421 found at 4956
8573 found at 7885
9850 not found
9863 found at 9066
9030 not found
67 found at 56
7613 found at 6999
7829 found at 7197
5983 found at 5515
280 found at 231
5922 found at 5466
5556 found at 5082
4328 found at 3993
6376 not found
4724 not found
1808 found at 1612
3010 found at 2757
8070 not found
1156 found at 976
4059 found at 3725
7815 not found
1009 not found
8156 not found
5061 not found
4119 not found
5073 found at 4634
472 not found
3045 not found
8339 not found
4183 found at 3863
8589 found at 7895
7034 found at 6462
1932 found at 1730
8544 found at 7861
7479 found at 6879
8240 found at 7570
3042 not found
3850 found at 3540
6012 found at 5537
8970 not found
2963 found at 2702
8729 not found
8793 found at 8085
9768 found at 8974
908 not found
8644 found at 7948
4232 not found
1379 found at 1202
8771 not found
1946 found at 1746
5098 found at 4654
4843 not found
4014 not found
7249 found at 6654
9606 not found
6608 found at 6122
1972 found at 1775
9927 found at 9127
4371 found at 4033
5361 not found
8497 not found
6281 found at 5817
5459 found at 4999
2267 found at 2062
2326 found at 2115
1917 found at 1713
6571 found at 6085
9373 found at 8618
3582 found at 3286
9780 not found
7434 found at 6831
4424 not found
4780 found at 4400
1165 found at 985
4443 found at 4096
841 not found
4887 not found
9714 found at 8920
1815 found at 1616
6833 found at 6316
5217 found at 4751
5606 not found
9364 not found
2121 not found
3210 found at 2941
1872 not found
5624 found at 5147
6791 found at 6284
5174 not found
5091 found at 4646
9572 found at 8794
7805 found at 7172
348 found at 290
2487 found at 2277
7900 found at 7264
4283 found at 3949
8882 not found
1184 not found
545 not found
2935 found at 2684
5736 found at 5263
3365 not found
5090 found at 4645
6237 found at 5767
5923 found at 5468
53 not found
5003 found at 4578
8489 not found
3752 not found
3342 found at 3062
9 found at 8
1671 not found
5500 found at 5032
9240 not found
5522 found at 5056
3301 found at 3034
7749 not found
9390 not found
867 found at 724
3409 found at 3125
5171 found at 4716
8327 found at 7654
6650 found at 6162
2391 found at 2173
5326 not found
5959 found at 5496
7542 not found
997 found at 852
4342 found at 4009
5621 found at 5146
8846 found at 8128
9835 not found
2053 not found
9445 not found
2593 found at 2361
6732 not found
2882 found at 2635
9699 found at 8910
6999 found at 6431
1583 not found
6549 not found
4769 not found
3231 found at 2964
8960 not found
7260 found at 6667
9957 not found
4670 not found
1628 found at 1458
4692 found at 4325
3764 not found
4991 found at 4567
9061 found at 8311
7664 found at 7046
9948 found at 9148
542 found at 443
1960 found at 1758
6589 not found
5558 found at 5085
7168 not found
3627 found at 3327
4995 not found
5752 found at 5279
2548 found at 2332
7234 not found
590 found at 476
7463 found at 6862
6892 found at 6357
513 not found
3136 found at 2866
6075 found at 5607
5370 found at 4907
6512 not found
3863 not found
5671 found at 5191
3564 found at 3269
139 found at 121
5915 found at 5455
6728 found at 6228
9624 found at 8842
9024 found at 8282
1711 found at 1522
69 found at 58
561 found at 456
5910 found at 5448
3790 not found
9255 found at 8507
3124 not found
3262 found at 2989
1582 found at 1405
353 not found
8146 found at 7490
9990 not found
5301 found at 4831
6058 found at 5588
4273 found at 3941
9257 not found
3468 found at 3178
2051 not found
3794 not found
2968 found at 2714
851 found at 709
1142 found at 968
3073 found at 2805
9302 found at 8553
2568 not found
882 not found
184 not found
9377 found at 8628
3921 found at 3602
5570 not found
8925 found at 8188
2686 not found
604 found at 490
9228 not found
4805 found at 4415
1250 not found
1009 not found
3947 found at 3623
8014 found at 7382
2229 not found
9360 found at 8608
1069 not found
5949 not found
6101 found at 5635
8015 found at 7385
9170 found at 8423
4710 found at 4341
4796 found at 4408
6175 found at 5705
9753 found at 8952
8586 found at 7893
737 not found
5944 not found
1638 not found
9134 found at 8382
3704 not found
44 found at 31
2311 found at 2102
8713 not found
2029 found at 1834
6098 not found
1440 found at 1252
8862 found at 8138
1947 found at 1748
3459 not found
506 found at 417
3035 found at 2771
9810 not found
1451 found at 1260
3235 not found
5702 found at 5228
5347 found at 4885
4473 found at 4127
482 found at 400
5306 found at 4837
3346 found at 3065
1343 not found
9897 not found
2126 found at 1909
1136 not found
1021 not found
6470 found at 5986
8904 not found
6358 found at 5881
9801 not found
1348 found at 1175
7464 not found
6610 not found
7183 found at 6587
8479 found at 7803
8521 found at 7831
8646 not found
6485 not found
1506 not found
5484 not found
662 found at 532
9321 found at 8567
1630 not found
2789 found at 2541
4845 not found
2872 not found
5239 not found
2682 found at 2453
189 not found
6284 not found
5899 found at 5435
9426 found at 8661
7524 found at 6933
4590 not found
6626 found at 6140
1802 found at 1601
6502 not found
7186 found at 6590
8721 found at 8014
3707 found at 3413
8878 not found
5178 not found
4254 found at 3926
7917 not found
9907 not found
2277 found at 2074
7134 not found
1562 found at 1377
758 not found
7471 found at 6873
4623 found at 4256
1323 found at 1147
3997 found at 3661
3970 found at 3638
366 found at 304
3514 found at 3223
5245 not found
5441 not found
8550 found at 7868
6663 not found
355 not found
3175 found at 2904
5433 found at 4970
3852 found at 3543
2416 found at 2198
7232 not found
5510 found at 5042
6979 found at 6420
9020 found at 8276
2574 not found
8495 found at 7815
5519 found at 5052
1993 found at 1800
183 found at 159
8366 found at 7685
6414 found at 5929
1623 not found
5579 not found
2424 found at 2202
1246 found at 1067
3849 found at 3538
3007 not found
8106 found at 7455
6591 not found
6577 found at 6095
2503 found at 2293
2787 found at 2539
6147 found at 5679
3621 found at 3322
6364 not found
9507 not found
2449 not found
4301 not found
8205 found at 7536
3557 not found
1691 found at 1505
5001 found at 4574
7905 not found
1623 not found
968 found at 822
2560 found at 2339
402 found at 336
3946 found at 3622
1928 not found
3117 not found
6766 found at 6256
5069 not found
417 not found
9500 not found
2538 found at 2324
4906 found at 4501
9537 not found
1165 found at 985
2995 found at 2739
3425 not found
1662 not found
4957 not found
7161 found at 6557
4513 found at 4161
7553 found at 6952
7675 not found
5470 found at 5009
4886 not found
1561 not found
8803 found at 8092
4344 found at 4013
2865 found at 2621
1742 not found
1672 not found
9787 found at 8987
2278 not found
110 found at 94
6426 found at 5941
9498 not found
100 not found
185 not found
3905 found at 3589
5781 found at 5307
8376 not found
1993 found at 1800
7744 not found
578 not found
2584 found at 2351
7845 found at 7215
4620 found at 4251
8742 found at 8044
8847 found at 8129
6499 found at 6013
7640 not found
9849 not found
9261 found at 8512
6014 found at 5540
1395 not found
8571 not found
9763 found at 8969
2847 found at 2605
8141 not found
8511 found at 7822
4772 not found
2617 found at 2384
6826 not found
5436 not found
2360 not found
2587 found at 2354
6112 not found
1975 not found
2118 not found
7245 found at 6648
2602 found at 2370
9202 found at 8455
8075 found at 7417
9281 found at 8528
763 found at 622
1060 not found
5722 not found
9879 found at 9083
6571 found at 6085
5549 not found
1203 found at 1020
2454 found at 2246
9883 not found
9307 found at 8557
6121 not found
6702 not found
6965 not found
2239 not found
6431 not found
178 found at 152
7540 not found
4894 found at 4490
4161 found at 3844
9200 found at 8454
1659 found at 1481
2993 not found
180 not found
6616 not found
2616 not found
8228 not found
2043 not found
5954 not found
3928 not found
8489 not found
5294 not found
7698 found at 7070
9462 found at 8690
8713 not found
7417 found at 6813
1758 not found
2914 found at 2667
2879 found at 2632
1213 found at 1030
6667 found at 6181
5450 found at 4988
901 not found
2640 found at 2412
7942 found at 7313
8119 found at 7469
8029 not found
133 found at 117
5609 found at 5136
7499 found at 6903
955 found at 812
8214 found at 7550
8200 found at 7531
6740 not found
9249 found at 8503
9507 not found
1236 found at 1059
8533 found at 7848
3905 found at 3589
6554 not found
3124 not found
9605 found at 8823
8380 found at 7697
2358 found at 2142
419 found at 351
4756 found at 4380
5288 found at 4820
3103 not found
6821 found at 6308
8374 not found
7263 not found
377 not found
7991 found at 7359
4457 not found
4148 found at 3828
413 not found
5873 not found
4768 found at 4389
5747 found at 5274
8925 found at 8188
3242 not found
5499 found at 5031
699 found at 562
5332 found at 4868
9241 found at 8492
2574 not found
8983 found at 8243
4182 not found
2807 found at 2565
4132 found at 3807
6791 found at 6284
4190 not found
8262 not found
6711 found at 6217
894 not found
3079 found at 2811
5316 found at 4853
9607 found at 8824
1810 not found
127 found at 111
887 found at 743
1922 found at 1719
5910 found at 5448
3573 found at 3280
589 found at 475
9208 found at 8458
6013 found at 5538
1087 not found
4695 found at 4327
7214 not found
5712 not found
659 found at 531
9456 found at 8684
7060 not found
8271 not found
2336 found at 2124
4550 not found
4840 not found
8244 found at 7576
6686 not found
4865 found at 4472
5927 found at 5471
7815 not found
9416 not found
2542 found at 2325
834 found at 693
5189 not found
4349 found at 4018
118 found at 102
6710 found at 6216
6101 found at 5635
1660 found at 1482
5849 found at 5377
6122 not found
8086 found at 7436
4342 found at 4009
3640 found at 3341
3791 not found
730 found at 582
2611 found at 2378
974 not found
9547 found at 8770
